SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,53
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,53
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,53
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,53
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,53
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,53
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,53
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,53
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,53
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,53
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,53
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,53
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,53
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
